publisher,avg_metascore,avg_user_score,gap
Xplosiv,70.33333333333333,7.666666348775228,6.333330154418945
Dejobaan Games,70.25,6.399999976158142,6.250000238418579
SNK Playmore,68.0,7.416666666666667,6.166666666666671
Xbox Game Studios,80.26086956521739,7.41304349899292,6.1304345752881915
Ignition Entertainment,65.22222222222223,7.133333378367954,6.111111561457307
100 Stones Interactive,75.0,8.100000381469727,6.000003814697266
Rake in Grass,80.0,8.600000381469727,6.000003814697266
Pixel Opus,75.0,8.100000381469727,6.000003814697266
Ocean Drive Studio,75.0,8.100000381469727,6.000003814697266
Telegames,67.0,7.300000190734863,6.000001907348633
Stray Fawn Studio,72.0,7.800000190734863,6.000001907348633
Modulaatio Games,78.0,7.199999809265137,6.000001907348633
Ultra Runaway Games,73.0,6.699999809265137,6.000001907348633
ZackBellGames,68.0,6.199999809265137,6.000001907348633
Fireproof Games,78.0,7.199999809265137,6.000001907348633
Rogueside,77.0,8.300000190734863,6.000001907348633
Joey Drew Studios,72.0,7.800000190734863,6.000001907348633
V7 Entertainment Inc.,48.0,4.199999809265137,6.000001907348633
Novarama,73.0,6.699999809265137,6.000001907348633
GT Interactive,82.0,8.800000190734863,6.000001907348633
BeautiFun Games,67.0,7.300000190734863,6.000001907348633
Nyu Media,73.0,6.699999809265137,6.000001907348633
Stygian Software,72.0,7.800000190734863,6.000001907348633
Blooming Buds Studio,67.0,7.300000190734863,6.000001907348633
Tequila Works,83.0,7.699999809265137,6.000001907348633
Serious Brothers,78.0,7.199999809265137,6.000001907348633
Endless Fluff,83.0,7.699999809265137,6.000001907348633
ARS GOETIA,68.0,7.400000095367432,6.000000953674316
Richard Seabrook,43.0,4.900000095367432,6.000000953674316
VitruviusVR,77.0,7.099999904632568,6.000000953674316
BlitWorks,78.66666666666667,7.266666571299235,6.000000953674316
Exkee,62.0,5.599999904632568,6.000000953674316
Larian Studios Games,94.5,8.849999904632568,6.000000953674316
Gammera Nest,33.0,3.9000000953674316,6.000000953674316
Digital Dreams Entertainment LLC,73.0,7.900000095367432,6.000000953674316
Krystian Majewski,62.0,5.599999904632568,6.000000953674316
Fire Hose Games,57.0,5.099999904632568,6.000000953674316
Puny Human Games,72.0,6.599999904632568,6.000000953674316
Blazing Bit Games,82.0,7.599999904632568,6.000000953674316
QCF Design,82.0,7.599999904632568,6.000000953674316
Catze,82.0,7.599999904632568,6.000000953674316
"IronNos Co.,Ltd.",65.5,7.150000095367432,6.000000953674316
Discord Games,72.0,6.599999904632568,6.000000953674316
Gamelion Studios,67.0,6.099999904632568,6.000000953674316
VD-DEV,72.0,6.599999904632568,6.000000953674316
Agatsuma Entertainment,66.0,7.200000047683716,6.000000476837158
Rosebud Games,39.0,3.299999952316284,6.000000476837158
Born Ready Games,66.0,7.200000047683716,6.000000476837158
Toxic Games,69.0,7.5,6.0
Fast Travel Games,71.0,6.5,6.0
Rombax Games,61.0,5.5,6.0
Whale Hammer Games,66.0,6.0,6.0
Mediascape,56.5,6.25,6.0
Refract Studios,74.0,8.0,6.0
ARTE France,69.0,7.5,6.0
Mobot Studios LLC,74.0,8.0,6.0
Powerhoof,76.0,7.0,6.0
Winch Gate Property Limited,64.0,7.0,6.0
Cowboy Rodeo,81.0,7.5,6.0
Covalent Media,76.0,7.0,6.0
TreeFortress Games,76.0,7.0,6.0
Triternion,81.0,7.5,6.0
SuperVillain Studios,59.0,6.5,6.0
Armor Games,74.0,6.8,6.0
SUPER.COM,76.0,7.0,6.0
Mad Catz,49.0,5.5,6.0
Mercury Steam,56.0,5.0,6.0
Erik Svedang,73.5,6.75,6.0
Samurai Punk,54.0,6.0,6.0
Team Jolly Roger,76.0,7.0,6.0
ZA/UM,91.0,8.5,6.0
PlayStation Studios,88.25,8.225000023841858,5.999999761581421
Fangamer,83.16666666666667,7.7166666984558105,5.999999682108566
Playlogic,47.666666666666664,5.3666666348775225,5.999999682108559
Recotechnology S.L.,23.0,1.7000000476837158,5.999999523162842
Left Behind Games,38.0,3.200000047683716,5.999999523162842
Infocomm Asia Holdings,68.0,6.200000047683716,5.999999523162842
Engient,60.0,5.400000095367432,5.999999046325684
E-Line Media,72.5,6.650000095367432,5.999999046325684
DoubleBear Productions,70.0,6.400000095367432,5.999999046325684
Legendo Entertainment,70.0,7.599999904632568,5.999999046325684
Cococucumber,66.66666666666667,6.066666762034099,5.999999046325684
UWish,70.0,7.599999904632568,5.999999046325684
Dreamloop Games,85.0,7.900000095367432,5.999999046325684
Ndemic Creations,80.0,7.400000095367432,5.999999046325684
Carbon Fire Studio,30.0,2.4000000953674316,5.999999046325684
BEIJING SHI GUANG MENG HUAN TECHNOLOGY CO.LTD,60.0,6.599999904632568,5.999999046325684
RideonJapan,70.0,7.599999904632568,5.999999046325684
Coconut Island Games,75.0,6.900000095367432,5.999999046325684
StarWraith 3D Games LLC,70.0,7.599999904632568,5.999999046325684
Dreampainters,55.0,4.900000095367432,5.999999046325684
GameOn,60.0,6.599999904632568,5.999999046325684
Defiant Development,80.0,7.400000095367432,5.999999046325684
Kiro'o Games,70.0,7.599999904632568,5.999999046325684
Quantic Dream,72.0,6.6000001430511475,5.999998569488525
Abylight,79.5,7.3500001430511475,5.999998569488525
3 Sprockets,76.0,8.199999809265137,5.999998092651367
Zaxis Games,66.0,7.199999809265137,5.999998092651367
Avalanche Studios,51.0,5.699999809265137,5.999998092651367
Imaginarium Studios Limited,59.0,5.300000190734863,5.999998092651367
Lince Works,64.0,5.800000190734863,5.999998092651367
O3 Entertainment,36.0,4.199999809265137,5.999998092651367
Aterdux Entertainment,71.0,7.699999809265137,5.999998092651367
Catch & Release,71.0,7.699999809265137,5.999998092651367
Nemesys,74.0,6.800000190734863,5.999998092651367
Interdimensional Games Inc,66.0,7.199999809265137,5.999998092651367
Game-Labs,84.0,7.800000190734863,5.999998092651367
Kbros Games,69.0,6.300000190734863,5.999998092651367
Ares Dragonis,59.0,5.300000190734863,5.999998092651367
Darkling Room,71.0,7.699999809265137,5.999998092651367
Cardboard Box Entertainment,71.0,7.699999809265137,5.999998092651367
Studio MDHR,92.0,8.600000381469727,5.999996185302734
Sabotage Studio,87.0,8.100000381469727,5.999996185302734
Majesco,54.76470588235294,6.070588245111353,5.941176568760589
Frogster Interactive,60.0,6.592857156481061,5.9285715648106105
SouthPeak Games,65.72727272727273,5.981818220832131,5.909090518951423
Koei Tecmo Games,70.19718309859155,7.609859174406025,5.901408645468692
Taito Corporation,66.10526315789474,7.2000000351353695,5.894737193458951
LucasArts,77.21428571428571,7.135714224406651,5.857143470219199
Rockstar Games,75.44444444444444,6.961111115084754,5.833333293596908
Sony DADC Brasil,76.6,8.240000152587891,5.800001525878912
Disney Interactive,60.8,5.500000143051148,5.7999985694885225
Anuman Interactive,67.25,6.149999976158142,5.750000238418579
Mattel,68.0,7.375,5.75
Focus Entertainment,78.0,7.228571483067104,5.71428516932896
Ysbryd Games,67.0,6.133333285649617,5.66666714350383
Harebrained Schemes LLC,72.66666666666667,6.699999968210856,5.6666669845581055
City Interactive,50.0,5.566666682561238,5.666666825612381
Sold Out,68.66666666666667,6.300000051657359,5.666666150093079
Failbetter Games,82.0,7.633333524068196,5.666664759318039
Ratalaika Games,65.8,6.019999980926514,5.60000019073486
5pb,68.9,7.4499999523162845,5.599999523162836
2K Games,73.1304347826087,6.7565217812856035,5.565216969752669
Activision,66.75634517766497,6.11928935046426,5.563451673022371
3goo,66.625,6.106250002980232,5.562499970197678
FIP Publishing,69.0,7.450000286102295,5.500002861022949
No Goblin,65.0,5.949999809265137,5.500001907348633
MY.GAMES,64.0,5.849999904632568,5.500000953674316
Hatinh Interactive,71.0,7.650000095367432,5.500000953674316
Neko Entertainment,64.5,5.900000095367432,5.499999046325684
Hero Concept,71.0,7.6499998569488525,5.499998569488525
Supergiant Games,89.0,8.350000143051147,5.499998569488525
Raw Fury,76.64,7.12,5.439999999999998
DrinkBox Studios,82.6,7.719999980926514,5.400000190734858
iam8bit,78.5625,7.318750023841858,5.374999761581421
Zachtronics Industries,79.0,7.366666475931804,5.333335240681961
Justdan,67.33333333333333,7.266666730244954,5.333333969116211
Atomicom,70.33333333333333,6.5,5.333333333333329
The Game Factory,57.75,6.3000001311302185,5.250001311302185
THE BROTHERHOOD,78.75,7.3500001430511475,5.249998569488525
Crytek,69.0,7.424999833106995,5.249998331069946
Auran,64.0,6.922222243414985,5.222222434149842
Plug In Digital,74.65,6.945000004768372,5.19999995231629
Kasedo Games,72.0,6.680000114440918,5.19999885559082
Aspyr,62.0,6.712499976158142,5.124999761581421
Curve Digital,67.7,6.2600000381469725,5.099999618530276
Big Fish Games,65.15384615384616,6.007692373715914,5.076922416687026
JoWooD Entertainment AG,56.63157894736842,6.168421092786287,5.052631980494446
Nolla Games,76.0,8.100000381469727,5.000003814697266
Black Tabby Games,89.0,8.399999618530273,5.000003814697266
Gaijin Games,74.5,7.950000286102295,5.000002861022949
Squid In A Box,82.0,7.699999809265137,5.000001907348633
DHM Interactive,73.0,7.800000190734863,5.000001907348633
Ravenage Games,82.0,7.699999809265137,5.000001907348633
GameMoonhwa Publishing,78.0,8.300000190734863,5.000001907348633
Nnooo,74.5,6.949999809265137,5.000001907348633
Team2Bit,73.0,7.800000190734863,5.000001907348633
Adventures Planet SRL,63.0,6.800000190734863,5.000001907348633
Shark Punch,68.0,7.300000190734863,5.000001907348633
Cool Small Games,82.0,7.699999809265137,5.000001907348633
Counterplay Games,82.0,7.699999809265137,5.000001907348633
Mastiff,38.0,4.300000190734863,5.000001907348633
Red Ant Enterprises,73.0,7.800000190734863,5.000001907348633
Cold Beam Games,63.0,6.800000190734863,5.000001907348633
"VoxPop Games, Inc.",73.0,7.800000190734863,5.000001907348633
Cowardly Creations,67.0,6.199999809265137,5.000001907348633
Oldblood,68.0,7.300000190734863,5.000001907348633
Bonus Stage Publishing,78.0,8.300000190734863,5.000001907348633
Tall Story Games,87.0,8.199999809265137,5.000001907348633
Key,83.0,8.800000190734863,5.000001907348633
FiolaSoft Studio,82.0,7.699999809265137,5.000001907348633
Behaviour Interactive,72.0,6.699999809265137,5.000001907348633
Deco Digital,63.0,6.800000190734863,5.000001907348633
Tactical Adventures,77.0,7.199999809265137,5.000001907348633
Mike Bithell,71.5,6.6499998569488525,5.000001430511475
Tesura Games,63.5,6.8500001430511475,5.000001430511475
Household Games Inc.,64.0,6.900000095367432,5.000000953674316
Studio Paint,74.0,7.900000095367432,5.000000953674316
"GRAVITY GAME ARISE Co., Ltd.",81.0,7.599999904632568,5.000000953674316
Awaceb,61.0,5.599999904632568,5.000000953674316
Foam Punch,66.0,6.099999904632568,5.000000953674316
Sileni Studios,69.0,7.400000095367432,5.000000953674316
QV Software,61.0,5.599999904632568,5.000000953674316
Ovid Works,69.0,7.400000095367432,5.000000953674316
Rival Games Ltd,71.0,6.599999904632568,5.000000953674316
Black Label Games,59.0,6.400000095367432,5.000000953674316
Ghostfire Games,81.0,7.599999904632568,5.000000953674316
mif2000,64.0,6.900000095367432,5.000000953674316
Unknown Worlds Entertainment,75.66666666666667,8.066666762034098,5.000000953674302
Wander,28.0,2.299999952316284,5.000000476837158
DNS Development,42.0,4.700000047683716,5.000000476837158
Tomy Corporation,61.0,6.600000023841858,5.000000238418579
iNK Stories,80.0,7.5,5.0
Ichigoichie,75.0,8.0,5.0
"Vogster Entertainment, LLC",50.0,5.5,5.0
Ocelot Society,75.0,7.0,5.0
JoyMasher,80.0,8.5,5.0
RapidEyeMovers,70.0,6.5,5.0
League of Geeks,75.0,7.0,5.0
Odd Raven Studios,75.0,7.0,5.0
teedoubleuGAMES,65.0,6.0,5.0
Tribetoy,80.0,7.5,5.0
Wabisabi Games,70.0,7.5,5.0
Studio Wildcard,70.0,6.5,5.0
Baltoro Games,80.0,7.5,5.0
Varsav Game Studios,65.0,6.0,5.0
@unepic_fran,80.0,7.5,5.0
Worm Animation,55.0,5.0,5.0
IQ Publishing,55.0,6.0,5.0
ANACONDA,70.0,6.5,5.0
AurumDust,72.5,7.75,5.0
Almost Human,85.0,8.0,5.0
Owlcat Games,80.0,7.5,5.0
Kakehashi Games,70.0,7.5,5.0
Triple-B-Titles,75.0,8.0,5.0
Kadokawa,64.3157894736842,6.931578937329744,4.999999899613229
The Game Room,37.0,3.200000047683716,4.999999523162842
CIRCLE Entertainment,69.4,6.440000057220459,4.999999427795416
Amanita Design,80.4,7.540000057220459,4.999999427795416
Broken Arms Games,74.0,6.900000095367432,4.999999046325684
Odyssey Interactive,79.0,7.400000095367432,4.999999046325684
machineboy,74.0,6.900000095367432,4.999999046325684
110 Industries,61.0,6.599999904632568,4.999999046325684
No Matter Studios,61.0,6.599999904632568,4.999999046325684
Yager,59.0,5.400000095367432,4.999999046325684
Seaven Studio,59.0,5.400000095367432,4.999999046325684
Ocean,61.0,6.599999904632568,4.999999046325684
Pulse Entertainment,74.0,6.900000095367432,4.999999046325684
Other Ocean Interactive,76.0,7.1000001430511475,4.999998569488525
Abbey Games,73.5,6.8500001430511475,4.999998569488525
Daniel Mullins Games,83.5,7.8500001430511475,4.999998569488525
Golden Glitch,68.0,6.300000190734863,4.999998092651367
Psyonix,67.0,7.199999809265137,4.999998092651367
Playsaurus,73.0,6.800000190734863,4.999998092651367
Kasey Ozymy,82.0,8.699999809265137,4.999998092651367
KillHouse Games,83.0,7.800000190734863,4.999998092651367
Bitbox Ltd.,63.0,5.800000190734863,4.999998092651367
Big Evil Corporation,79.0,8.399999618530273,4.999996185302734
United Label,79.0,8.399999618530273,4.999996185302734
Enigma Software Productions,79.0,8.399999618530273,4.999996185302734
Gearbox Publishing,73.26666666666667,6.833333333333333,4.933333333333337
Mindscape,60.9,6.5800000667572025,4.900000667572023
Empire Interactive,70.04347826086956,7.491304387216982,4.86956561130026
DreamCatcher Interactive,65.6,7.046666638056437,4.866666380564382
Modus Games,64.75,5.991666694482167,4.833333055178329
Tri Synergy,50.0,5.480000114440918,4.80000114440918
Oxygen Interactive,51.0,5.57999997138977,4.799999713897705
Eidos Interactive,66.95121951219512,7.1731707526416315,4.780488014221191
Hamster,64.66666666666667,6.944444444444445,4.7777777777777715
Egosoft,58.5,6.324999988079071,4.7499998807907104
Bigben Interactive,59.3,5.455000019073486,4.749999809265134
Oasis Games,48.25,5.299999833106995,4.749998331069946
Level 5,73.8695652173913,7.8608696149743125,4.739130932351827
Cosen,56.27272727272727,6.100000034679066,4.72727307406339
Sony Interactive Entertainment,74.8080808080808,7.0101010004679365,4.707070803401436
Digerati Distribution,69.83333333333333,6.516666611035665,4.666667222976685
Polyphony Digital,76.66666666666667,7.199999968210856,4.6666669845581055
Infinite Dreams,73.33333333333333,6.8666666348775225,4.6666669845581055
Choice Provisions,69.66666666666667,6.5,4.666666666666671
Shrapnel Games,49.666666666666664,5.433333317438762,4.666666507720954
CD Projekt,89.33333333333333,8.46666669845581,4.666666348775223
Her Interactive,76.33333333333333,7.166666719648573,4.666666136847596
Crave,65.66666666666667,6.100000063578288,4.666666030883789
Deep Silver,68.5945945945946,6.39459463873425,4.648648207252094
Yuke's,69.57142857142857,7.4214286123003275,4.642857551574707
Ravenscourt,69.57142857142857,6.4928571837288995,4.642856734139571
505 Game Street,67.125,7.175000011920929,4.6250001192092896
VGNYsoft,74.5,7.900000095367432,4.500000953674316
Cosmoscope GmbH,62.0,6.650000095367432,4.500000953674316
Hibernian Workshop,80.0,7.549999952316284,4.500000476837158
93 Games Studio,80.0,7.549999952316284,4.500000476837158
Vision Games Publishing LTD,65.0,6.049999952316284,4.500000476837158
Granzella Inc.,62.0,5.75,4.5
"Imagineer Co.,Ltd.",59.5,5.5,4.5
Saber Interactive,73.25,6.875,4.5
MumboJumbo,55.5,6.0,4.5
Minor Key Games,69.5,6.5,4.5
Sega Europe,77.3,7.280000019073486,4.499999809265134
"extreme Co.,Ltd.",51.0,5.549999952316284,4.499999523162842
Raiser Games,68.5,7.299999952316284,4.499999523162842
Daiwon C&A,74.0,7.849999904632568,4.499999046325684
Playful Corp.,71.0,6.650000095367432,4.499999046325684
Bergsala-Lightweight,52.0,5.6499998569488525,4.499998569488525
IlluminationGames,75.0,7.050000190734863,4.499998092651367
Polyarc,84.0,7.950000286102295,4.499997138977051
Telltale Games,74.94949494949495,7.0474747744473545,4.474747205021401
Nicalis,79.55555555555556,7.5111111005147295,4.444444550408264
CCP,67.8,6.339999961853027,4.400000381469724
Virgin Interactive,74.21428571428571,7.857142908232553,4.357143368039814
Yacht Club Games,81.0,7.666666587193807,4.333334128061935
"Arcen Games, LLC",69.16666666666667,7.349999984105428,4.3333331743876045
Positech Games,69.0,6.4666666984558105,4.3333330154418945
Pathea Games,66.0,7.0333333015441895,4.3333330154418945
Klei Entertainment,81.88888888888889,7.755555629730225,4.33333259158664
SkyGoblin,76.66666666666667,7.233333428700765,4.333332379659026
iQue,87.375,8.306250125169754,4.31249874830246
GMX Media,55.0,5.928571479661124,4.285714796611238
Super Rare Games,77.88461538461539,7.36153846520644,4.269230732550994
WG Labs,69.0,6.474999904632568,4.250000953674316
Nival Interactive,66.0,6.174999952316284,4.250000476837158
Banpresto,75.2,7.940000057220459,4.200000572204587
Humble Games,76.72727272727273,7.254545428536155,4.181818441911176
"Jackbox Games, Inc.",78.0,7.3833333651224775,4.166666348775223
Numskull Games,76.55555555555556,8.066666709052193,4.111111534966369
Soedesco,62.26315789473684,5.8157894360391715,4.105263534345127
GrizzlyGames,82.0,8.600000381469727,4.000003814697266
Dead Mage,76.0,8.000000238418579,4.000002384185791
Home Net Games,56.0,5.199999809265137,4.000001907348633
Pillow Castle Games,74.0,7.800000190734863,4.000001907348633
"Gravity CIS, Inc.",79.0,8.300000190734863,4.000001907348633
Stage 2 Studios,59.0,6.300000190734863,4.000001907348633
Melbot Studios,71.0,6.699999809265137,4.000001907348633
Flying Beast Labs,74.0,7.800000190734863,4.000001907348633
Bruner House,71.0,6.699999809265137,4.000001907348633
Brainseed Factory,71.0,6.699999809265137,4.000001907348633
"SunTendy Interactive Multimedia Co., Ltd.",49.0,5.300000190734863,4.000001907348633
Mediatonic,76.0,7.199999809265137,4.000001907348633
Sports Mogul,74.0,7.800000190734863,4.000001907348633
Rockstar San Diego,91.0,8.699999809265137,4.000001907348633
Crowbar Collective,84.0,8.800000190734863,4.000001907348633
Lace Games,70.5,6.6499998569488525,4.000001430511475
Games Operators,68.66666666666667,6.466666539510091,4.000001271565765
Bolverk Games,70.0,7.400000095367432,4.000000953674316
Asteroid Base,80.0,7.599999904632568,4.000000953674316
Screenwave Media,75.0,7.900000095367432,4.000000953674316
klutzGames,70.0,6.599999904632568,4.000000953674316
frecle ApS,80.0,7.599999904632568,4.000000953674316
Wolcen Studio,60.0,5.599999904632568,4.000000953674316
TallTech studio,50.0,5.400000095367432,4.000000953674316
Just Add Water,75.0,7.099999904632568,4.000000953674316
"AREA 34, Inc.",70.0,7.400000095367432,4.000000953674316
Hangonit,65.0,6.099999904632568,4.000000953674316
Cadenza,70.0,6.599999904632568,4.000000953674316
Blue Manchu,80.0,7.599999904632568,4.000000953674316
1939 Games,80.0,7.599999904632568,4.000000953674316
Flying Wild Hog,65.0,6.099999904632568,4.000000953674316
Red Redemption,70.0,7.400000095367432,4.000000953674316
Undergames,49.0,5.300000071525574,4.000000715255737
Klabater,66.71428571428571,7.071428639548166,4.000000681195942
Ikaron,64.4,6.840000057220459,4.000000572204584
The Game Bakers,70.5,7.450000047683716,4.000000476837158
Falcom,75.22222222222223,7.922222243414985,4.000000211927613
DTP Entertainment,55.833333333333336,5.983333349227905,4.000000158945717
Alientrap,79.0,7.5,4.0
Lillymo Games,76.0,8.0,4.0
Anarteam,79.0,7.5,4.0
TicToc Games,74.0,7.0,4.0
Freaky Creations,64.0,6.0,4.0
Avidly Wild Games,74.0,7.0,4.0
Hopoo Games,76.0,8.0,4.0
Black Forest Games,84.0,8.0,4.0
Facepunch Studios,69.0,6.5,4.0
Behold Studios,74.0,7.0,4.0
The Bearded Ladies Consulting,64.0,6.0,4.0
"MunkyFun, Inc.",46.0,5.0,4.0
Joindots,61.0,6.5,4.0
Ecole,46.0,5.0,4.0
Ellada Games,61.0,6.5,4.0
ASCII Entertainment,66.0,7.0,4.0
Maddy Makes Games,89.0,8.5,4.0
BioWare,71.5,6.75,4.0
We Are Fuzzy,64.0,6.0,4.0
IzHard,71.0,7.5,4.0
Perfect Hat,71.0,7.5,4.0
Kitty Lambda Games,74.0,7.0,4.0
Le Lombard,59.0,5.5,4.0
Interactive Stone,71.0,7.5,4.0
Starfish,69.0,6.5,4.0
Spytihnev,81.0,8.5,4.0
Marble It Up,74.0,7.0,4.0
Bitecore,56.0,6.0,4.0
Hands-On Mobile,40.0,4.399999976158142,3.999999761581421
Curve Studios,72.5,7.649999976158142,3.999999761581421
Movie Games,64.66666666666667,6.8666666348775225,3.9999996821085517
Physicality Games,71.5,7.549999952316284,3.999999523162842
Yogscast Games,71.0,6.700000047683716,3.999999523162842
Ripples,69.0,7.299999952316284,3.999999523162842
Big Robot Ltd,66.0,6.200000047683716,3.999999523162842
Foreign Gnomes,83.0,7.900000095367432,3.9999990463256836
MY COM,68.0,6.400000095367432,3.9999990463256836
Toasty Games,68.0,6.400000095367432,3.9999990463256836
Red Candle Games,83.0,7.900000095367432,3.9999990463256836
Beyond Interactive,72.0,7.599999904632568,3.9999990463256836
Nepos Games,73.0,6.900000095367432,3.9999990463256836
OutOfTheBit,72.0,7.599999904632568,3.9999990463256836
Endnight Studios,78.0,7.400000095367432,3.9999990463256836
Boneloaf,68.0,6.400000095367432,3.9999990463256836
Mana Spark,68.0,6.400000095367432,3.9999990463256836
Suncrash,72.0,7.599999904632568,3.9999990463256836
age,79.5,8.349999904632568,3.9999990463256836
LEAP Game Studios,67.0,7.099999904632568,3.9999990463256836
Red Limb Studio,62.0,6.599999904632568,3.9999990463256836
LOOT Interactive,37.0,4.099999904632568,3.9999990463256836
10 Chambers Collective,78.0,7.400000095367432,3.9999990463256836
Infinite Monkeys,75.0,7.1000001430511475,3.9999985694885254
Full Control,65.0,6.8999998569488525,3.9999985694885254
Enix Corporation,72.5,7.6499998569488525,3.9999985694885254
City Connection,75.0,7.1000001430511475,3.9999985694885254
Bedtime Digital Games,70.0,6.6000001430511475,3.9999985694885254
TBA,73.0,7.699999809265137,3.999998092651367
Ammobox Studios,53.0,5.699999809265137,3.999998092651367
Scorpius Games,63.0,6.699999809265137,3.999998092651367
PostMod Softworks,62.0,5.800000190734863,3.999998092651367
Gamious,73.0,7.699999809265137,3.999998092651367
Autumn Games,67.0,6.300000190734863,3.999998092651367
Madmind Studio,47.0,4.300000190734863,3.999998092651367
MWM Interactive,72.0,6.800000190734863,3.999998092651367
LOOT Entertainment,62.0,5.800000190734863,3.999998092651367
Grace Bruxner,73.0,7.699999809265137,3.999998092651367
Inplay Interactive,58.0,6.199999809265137,3.999998092651367
poncle,87.0,8.300000190734863,3.999998092651367
Cold Iron Studios,67.0,6.300000190734863,3.999998092651367
CrazyBunch,72.0,6.800000190734863,3.999998092651367
Microsoft Game Studios,74.3202846975089,7.038434177531042,3.9359429221984783
Limited Run Games,73.55238095238096,6.9647619247436525,3.904761704944434
Hudson,59.38461538461539,6.323076963424683,3.8461542496314394
Teyon,65.45454545454545,6.927272753282026,3.818182078274816
Namco Bandai Games,59.170212765957444,6.29574472853478,3.7872345193903527
Meridian4,65.22222222222223,6.144444465637207,3.7777775658501582
Rising Star Games,67.57692307692308,7.132692309526297,3.7500000183398896
Versus Evil,66.13333333333334,6.240000025431315,3.7333330790201913
Success,72.57142857142857,7.6285713740757535,3.71428516932896
Artifex Mundi,68.33333333333333,7.200000127156575,3.666667938232422
Team Reptile,75.33333333333333,7.900000095367432,3.666667620340988
Starsign,69.0,7.266666730244954,3.6666673024495395
ValuSoft,76.0,7.233333269755046,3.6666673024495395
FX Interactive,69.5,7.316666682561238,3.6666668256123813
inkle,77.0,7.333333333333333,3.6666666666666714
Digital Leisure,27.0,2.3333333333333335,3.6666666666666643
PCF Media,69.66666666666667,7.333333333333333,3.666666666666657
Zeboyd Games,75.0,7.1333333651224775,3.666666348775223
Chainsawesome Games,65.33333333333333,6.899999936421712,3.666666030883789
Encore Software,77.0,8.066666603088379,3.666666030883789
Introversion,72.66666666666667,6.900000095367432,3.666665712992355
Retroism,72.66666666666667,7.633333206176758,3.6666653951009067
FireFly Studios,73.0,7.666666348775228,3.666663487752274
Hanbitsoft,70.4,7.400000095367432,3.6000009536743107
Avalon Interactive,57.2,6.080000019073486,3.6000001907348604
THQ,64.99324324324324,6.857432445964298,3.5810812163997383
KISS Ltd.,59.714285714285715,5.614285741533552,3.5714282989502024
Hydravision,61.0,6.450000286102295,3.500002861022949
Hudson Entertainment,75.5,7.900000095367432,3.5000009536743164
Gathering,68.33333333333333,7.183333396911621,3.5000006357828823
SFB Games,76.5,7.299999952316284,3.500000476837158
Those Awesome Guys,76.5,7.299999952316284,3.500000476837158
Jesse Makkonen,71.0,7.450000047683716,3.500000476837158
Marvelous Inc.,63.714285714285715,6.721428598676409,3.500000272478381
Tom Francis,81.0,7.75,3.5
YCJY Games,76.0,7.25,3.5
E-Home Entertainment,53.25,5.674999952316284,3.499999523162842
Game Source Entertainment,78.25,7.475000063578288,3.4999993642171177
Skystone Games,80.0,7.650000095367432,3.4999990463256836
Game Freak,79.0,7.550000190734863,3.499998092651367
Idea Factory,72.05882352941177,7.552941125981948,3.470587730407715
Gameloft,64.0,6.7428571837288995,3.428571837288999
Graffiti Games,68.8,6.539999961853027,3.4000003814697237
Pix'n Love,73.8,7.719999980926514,3.3999998092651396
EuroVideo Medien,60.8,5.740000057220459,3.3999994277954073
Ubisoft,68.8586956521739,6.552173919975758,3.336956452416331
Triumph Studios,80.66666666666667,8.40000025431315,3.3333358764648295
CrossFunction,68.22222222222223,6.488888846503364,3.3333337571885977
Aqua Plus,66.66666666666667,6.333333333333333,3.333333333333343
Pikii,74.41666666666667,7.108333349227905,3.3333331743876187
Alawar Entertainment,74.0,7.733333269755046,3.3333326975504605
Gun Interactive,67.66666666666667,6.433333396911621,3.3333326975504605
Hyperstrange,74.33333333333333,7.766666571299235,3.3333323796590264
ININ Games,76.0,7.933333237965901,3.333332379659012
Renegade Kid,66.66666666666667,6.333333492279053,3.333331743876144
Rayark Inc.,83.0,7.96666685740153,3.333331425984696
NovaLogic,63.285714285714285,6.0,3.2857142857142847
Finji,77.25,7.3999998569488525,3.2500014305114746
IntraGames,73.66666666666667,7.041666626930237,3.2500003973643032
Acquire,66.2,6.94000015258789,3.2000015258789034
GamersGate,63.0,6.619999980926513,3.1999998092651367
Hasbro Interactive,66.8,6.999999904632569,3.1999990463256864
VU Games,65.375,6.850000003973643,3.1250000397364346
Square Enix,75.30923694779116,7.2228915667438125,3.080321280353033
Glad Raptor Games Inc.,83.0,8.600000381469727,3.0000038146972656
Zadbox Entertainment,83.0,8.600000381469727,3.0000038146972656
Ivy Games LLC,75.0,7.199999809265137,3.000001907348633
Carbon Studio,80.0,7.699999809265137,3.000001907348633
Northplay ApS,80.0,7.699999809265137,3.000001907348633
Tradewest,77.5,8.050000190734863,3.000001907348633
Interbellum Team,70.0,7.300000190734863,3.000001907348633
"GHI Media, LLC",85.0,8.199999809265137,3.000001907348633
Extra Mile Studios,70.0,7.300000190734863,3.000001907348633
Roope Tamminen,70.0,6.699999809265137,3.000001907348633
Second Order,60.0,5.699999809265137,3.000001907348633
Creative Artel,55.0,5.199999809265137,3.000001907348633
Oxymoron Games,75.0,7.800000190734863,3.000001907348633
The Muteki Corporation,55.0,5.800000190734863,3.000001907348633
BillyGoat Entertainment Ltd,60.0,6.300000190734863,3.000001907348633
Descendent Studios,80.0,7.699999809265137,3.000001907348633
5 Lives Studios,75.0,7.800000190734863,3.000001907348633
