publisher,avg_metascore,avg_user_score,gap
Enjoy Gaming,42.0,5.300000190734863,11.000001907348633
gamigo,78.0,6.699999809265137,11.000001907348633
Giant Army,83.0,7.199999809265137,11.000001907348633
Infinite Fall,88.0,7.699999809265137,11.000001907348633
P2 Games,62.0,7.300000190734863,11.000001907348633
SUPERHOT,78.0,6.699999809265137,11.000001907348633
Ant Workshop,83.0,7.199999809265137,11.000001907348633
Dingaling,77.0,8.800000190734863,11.000001907348633
1C-Softclub,68.0,7.900000095367432,11.000000953674316
Nether Productions,57.0,4.599999904632568,11.000000953674316
Kongregate,48.0,5.900000095367432,11.000000953674316
Flaming Fowl Studios,63.0,7.400000095367432,11.000000953674316
Flazm,58.0,6.900000095367432,11.000000953674316
Jason Rohrer,58.0,6.900000095367432,11.000000953674316
Odyssia Adventure Games,63.0,7.400000095367432,11.000000953674316
VLG,68.0,7.900000095367432,11.000000953674316
Team Gotham,77.0,6.599999904632568,11.000000953674316
Freeverse,44.0,3.299999952316284,11.000000476837158
Misfits Attic,74.0,6.299999952316284,11.000000476837158
team ok,71.0,6.0,11.0
M07 Games,59.0,7.0,11.0
ColePowered Games,76.0,6.5,11.0
Sometimes You,71.0,6.0,11.0
Night Node,59.0,7.0,11.0
Animatoon Studio,71.0,6.0,11.0
Lohe Zarrin Nikan,49.0,6.0,11.0
WARP,69.0,8.0,11.0
Artifact 5,61.0,5.0,11.0
Cosmic Picnic,71.0,6.0,11.0
Friendware,66.0,5.5,11.0
Storm in a Teacup,64.0,7.5,11.0
MAD DOG GAMES LLC,49.0,6.0,11.0
VRESKI,71.0,6.0,11.0
Lukas Navratil,76.0,6.5,11.0
Unties,74.0,8.5,11.0
Signature Edition Games,64.0,7.5,11.0
Kool2Play,51.0,4.0,11.0
overGame Studio,80.0,6.900000095367432,10.999999046325684
SCE/WWS,75.0,6.400000095367432,10.999999046325684
OhNoo,70.0,8.099999904632568,10.999999046325684
Nekki,55.0,6.599999904632568,10.999999046325684
Intralinks,85.0,7.400000095367432,10.999999046325684
Rhinotales,45.0,5.599999904632568,10.999999046325684
Quotix Software,25.0,3.5999999046325684,10.999999046325684
Finish Line Games,65.0,7.599999904632568,10.999999046325684
Cloud M1,75.0,6.400000095367432,10.999999046325684
Premium Edition Games,65.0,5.400000095367432,10.999999046325684
Tasharen Entertainment,61.0,7.199999809265137,10.999998092651367
Cardboard Keep,59.0,4.800000190734863,10.999998092651367
Nomad Games,51.0,6.199999809265137,10.999998092651367
Playstack,74.6,6.380000114440918,10.799998855590815
Jupiter Multimedia,75.75,8.650000095367432,10.750000953674316
Matrix Games,78.125,6.737500071525574,10.749999284744263
704Games,63.25,5.2500001192092896,10.749998807907104
Laughing Jackal,75.2,6.460000038146973,10.599999618530276
Wired Productions,66.77777777777777,5.622222211625841,10.555555661519364
Atari Corporation,48.0,5.8500001430511475,10.500001430511475
Future Friends Games,78.5,6.799999952316284,10.500000476837158
Winking Skywalker Entertainment Ltd.,57.5,4.700000047683716,10.499999523162842
Xider Games,72.0,6.150000095367432,10.499999046325684
Fishtank Interactive,55.5,6.599999904632568,10.499999046325684
Brace Yourself Games,78.5,6.800000190734863,10.499998092651367
Grey Box,76.0,6.550000190734863,10.499998092651367
AQ Interactive,70.2,5.979999971389771,10.400000286102298
2K Sports,74.26315789473684,6.389473726874904,10.368420625987795
Nakana.io,70.66666666666667,6.0333333015441895,10.333333651224777
Sony Online Entertainment,71.4074074074074,6.107407384448582,10.333333562921588
Perfect World Entertainment,74.42857142857143,6.428571428571429,10.142857142857139
Steel Crate Games,71.0,8.100000381469727,10.000003814697266
SNK Corporation,73.0,8.300000190734863,10.000001907348633
Project Three Interactive,77.0,6.699999809265137,10.000001907348633
Cereal Games,68.0,7.800000190734863,10.000001907348633
Over Fence,53.0,6.300000190734863,10.000001907348633
Crate Entertainment,84.5,7.449999809265137,10.000001907348633
Xicat Interactive,45.5,5.550000190734863,10.000001907348633
800 North and Digital Ranch,53.0,6.300000190734863,10.000001907348633
2K Play,72.0,6.199999809265137,10.000001907348633
SpikySnail Games Studio,73.0,8.300000190734863,10.000001907348633
Ultimate Games,48.0,5.800000190734863,10.000001907348633
Garage 51 Entertainment SL,73.0,8.300000190734863,10.000001907348633
Diplodocus Games,66.0,7.6000001430511475,10.000001430511475
Imagineer,62.0,7.200000127156575,10.00000127156575
Creaciones Interactivas,44.0,5.400000095367432,10.000000953674316
X.D. Network Inc.,66.0,5.599999904632568,10.000000953674316
Spaces of Play,76.0,6.599999904632568,10.000000953674316
Abyss Gameworks,59.0,6.900000095367432,10.000000953674316
Rawkins Games,44.0,5.400000095367432,10.000000953674316
Big Blue Bubble Inc.,71.0,6.099999904632568,10.000000953674316
Softbank,59.0,6.900000095367432,10.000000953674316
Accolade,44.0,5.400000095367432,10.000000953674316
Enhance Games,86.0,7.599999904632568,10.000000953674316
Rage Software,70.25,6.024999976158142,10.000000238418579
Disney Online,60.0,7.0,10.0
VAP Games,80.0,7.0,10.0
Moving Pieces Interactive,75.0,8.5,10.0
BAL HOLDING LIMITED,65.0,7.5,10.0
HB Studios Multimedia,70.0,6.0,10.0
Muzzy Lane Software,70.0,8.0,10.0
Spry Fox,75.0,6.5,10.0
Secret Base,75.0,6.5,10.0
Moon Spider Studio,70.0,6.0,10.0
The Chinese Room,75.0,6.5,10.0
Flying Cafe for Semianimals,65.0,7.5,10.0
Open Emotion Studios,55.0,4.5,10.0
Scientifically Proven,65.0,7.5,10.0
NBG EDV,70.0,8.0,10.0
Dark Vale Games,65.0,7.5,10.0
Lo-Fi Games,75.0,8.5,10.0
Hemisphere Games,80.0,7.0,10.0
Frontier Developments,72.71428571428571,6.271428602082389,9.999999693461824
Grabit,79.5,6.950000047683716,9.999999523162842
Grinding Gear Games,84.5,7.450000047683716,9.999999523162842
Noobz from Poland,66.0,7.599999904632568,9.999999046325684
damiansommer,66.0,7.599999904632568,9.999999046325684
White Rabbit Interactive,59.0,4.900000095367432,9.999999046325684
Stress Level Zero,68.5,7.849999904632568,9.999999046325684
Stainless Games,54.0,4.400000095367432,9.999999046325684
Final Boss Entertainment,66.0,7.599999904632568,9.999999046325684
Benjamin Rivers,69.0,5.900000095367432,9.999999046325684
KATNAPPE SP. Z O. O.,61.0,7.099999904632568,9.999999046325684
Big Pixel Studios,74.0,6.400000095367432,9.999999046325684
Dusk2Dawn Interactive,44.0,3.4000000953674316,9.999999046325684
GSP Games,49.0,3.9000000953674316,9.999999046325684
The Sidekicks,79.0,6.900000095367432,9.999999046325684
Gamecock Media Group,53.5,6.349999904632568,9.999999046325684
Johamm Tael & Mihkel Tael,84.0,7.400000095367432,9.999999046325684
Vertical Robot,84.0,7.400000095367432,9.999999046325684
Llamasoft,84.0,7.400000095367432,9.999999046325684
Creative Bytes,79.0,6.900000095367432,9.999999046325684
Edmund McMillen,84.0,7.400000095367432,9.999999046325684
Grey Alien Games,73.0,6.300000190734863,9.999998092651367
Pixmain,68.0,5.800000190734863,9.999998092651367
ArenaNet,83.0,7.300000190734863,9.999998092651367
Brain Slap Studio,47.0,5.699999809265137,9.999998092651367
PLAYDEAD,93.0,8.300000190734863,9.999998092651367
Digital Dreams,68.0,5.800000190734863,9.999998092651367
Blackpowder Games,62.0,7.199999809265137,9.999998092651367
Sunflowers Interactive,77.0,8.699999809265137,9.999998092651367
24 Caret Games,78.0,6.800000190734863,9.999998092651367
Izanagi Games,73.0,6.300000190734863,9.999998092651367
2tainment,67.0,7.699999809265137,9.999998092651367
Geniaware,52.0,6.199999809265137,9.999998092651367
Global A,67.0,7.699999809265137,9.999998092651367
HuneX,96.0,8.600000381469727,9.999996185302734
Interplay,77.9090909090909,6.800000104037198,9.909089868718922
Dear Villagers,73.2,6.340000152587891,9.799998474121097
Amazon Game Studios,64.75,5.4999998807907104,9.750001192092896
DONTNOD Entertainment,79.25,6.950000166893005,9.749998331069946
Rusty Lake,69.33333333333333,7.900000254313151,9.666669209798187
Paradox Software,73.0,6.333333174387614,9.666668256123856
Vblank Entertainment Inc.,77.33333333333333,6.766666571299235,9.666667620340974
Owlchemy Labs,73.0,6.333333333333333,9.666666666666671
Gamebridge,68.33333333333333,7.799999872843425,9.666665395100921
Scott Cawthon,63.666666666666664,7.333333174387614,9.66666507720948
No Gravity Games,63.75,7.337500035762787,9.625000357627869
Kemco,51.5,6.108333329359691,9.583333293596908
Bandai,61.61904761904762,7.1166666235242575,9.547618616194953
Doublesix,68.0,5.849999904632568,9.500000953674316
KO-OP,79.0,6.950000047683716,9.499999523162842
Sanuk Games,61.5,5.200000047683716,9.499999523162842
Spicy Horse,64.0,7.349999904632568,9.499999046325684
3DO,56.666666666666664,6.608333428700765,9.41666762034098
Sierra Games,75.4,6.6,9.400000000000006
A Crowd of Monsters,59.333333333333336,5.00000015894572,9.333331743876137
Deck 13,75.4,6.619999980926513,9.200000190734869
Annapurna Interactive,79.58823529411765,7.041176375220804,9.17647154190962
Compile Heart,66.66666666666667,7.577777862548828,9.11111195882161
Zoo Digital Publishing,58.15384615384615,6.72307694875277,9.076923333681556
11Sheep,72.0,8.100000381469727,9.000003814697266
Different Tuna,72.0,8.100000381469727,9.000003814697266
South East Games,77.0,8.600000381469727,9.000003814697266
Baggy Cat Ltd,72.0,8.100000381469727,9.000003814697266
Sammy Studios,81.0,7.199999809265137,9.000001907348633
Junkfish Limited,71.0,6.199999809265137,9.000001907348633
Cygnus Entertainment,54.0,6.300000190734863,9.000001907348633
Beijing Rongbao Electronic,91.0,8.199999809265137,9.000001907348633
NATSUME ATARI Inc.,69.0,7.800000190734863,9.000001907348633
Breaking Walls,54.0,6.300000190734863,9.000001907348633
Panic Inc.,81.0,7.199999809265137,9.000001907348633
Studio Thunderhorse,81.0,7.199999809265137,9.000001907348633
Twice Circled,69.0,7.800000190734863,9.000001907348633
VLG Publishing,71.0,6.199999809265137,9.000001907348633
Digital Cybercherries,74.0,8.300000190734863,9.000001907348633
Studio9,69.0,7.800000190734863,9.000001907348633
VOID Interactive,79.0,8.800000190734863,9.000001907348633
Metalhead Software,83.25,7.424999833106995,9.000001668930054
Dreadbit,80.0,7.099999904632568,9.000000953674316
Play It,35.0,2.5999999046325684,9.000000953674316
MicroMouse,70.0,6.099999904632568,9.000000953674316
Mimimi Games,85.0,7.599999904632568,9.000000953674316
Freejam,55.0,6.400000095367432,9.000000953674316
Sharkmob,75.0,6.599999904632568,9.000000953674316
TeamKill Media LLC,40.0,3.0999999046325684,9.000000953674316
House House,75.0,6.599999904632568,9.000000953674316
State of Play Games,70.0,7.900000095367432,9.000000953674316
Clever-Plays,80.0,7.099999904632568,9.000000953674316
Digital Happiness,55.0,6.400000095367432,9.000000953674316
Cross-Product,75.0,6.599999904632568,9.000000953674316
Schell Games,85.75,7.674999952316284,9.000000476837158
Simon & Schuster,64.5,5.549999952316284,9.000000476837158
Perpetual-Europe,71.0,6.199999968210856,9.000000317891434
DreadXP,75.2,6.619999980926513,9.000000190734866
SUPERDELUXE GAMES,79.0,7.0,9.0
Flippfly,84.0,7.5,9.0
Stuck In Attic,74.0,6.5,9.0
"Troglobytes Games, S.L.",71.0,8.0,9.0
Typhoon,79.0,7.0,9.0
Robot Riot UG,56.0,6.5,9.0
TalonSoft,61.0,7.0,9.0
gPotato EU,69.0,6.0,9.0
Evil Empire,84.0,7.5,9.0
Isotx,59.0,5.0,9.0
Motiga,76.0,8.5,9.0
GameTap,80.42857142857143,7.142857142857143,9.0
LudoCraft Ltd.,74.0,6.5,9.0
ORIGAME DIGITAL,84.0,7.5,9.0
UIG Entertainment,59.333333333333336,6.833333333333333,8.999999999999993
Kerberos Productions,69.0,7.799999952316284,8.999999523162842
King Games,54.0,6.299999952316284,8.999999523162842
Archiact Interactive Ltd.,65.75,5.675000071525574,8.999999284744263
Something Classic Games,78.0,6.900000095367432,8.999999046325684
Interchannel,78.0,6.900000095367432,8.999999046325684
Home Entertainment Suppliers,73.0,6.400000095367432,8.999999046325684
Evolved Games,48.0,3.9000000953674316,8.999999046325684
Grendel Games,67.0,7.599999904632568,8.999999046325684
Pieces Interactive,57.0,6.599999904632568,8.999999046325684
Excalibur Games,73.0,6.400000095367432,8.999999046325684
The Game Atelier,78.0,6.900000095367432,8.999999046325684
bilibili,73.0,6.400000095367432,8.999999046325684
Motorsport Games,63.0,5.400000095367432,8.999999046325684
Thorrnet Publishing,57.0,6.599999904632568,8.999999046325684
Mode 7 Games,75.66666666666667,6.666666825612386,8.999998410542815
STELLAR ENTERTAINMENT SOFTWARE LTD,72.0,6.300000190734863,8.999998092651367
Moving Editora,78.0,8.699999809265137,8.999998092651367
High Horse Entertainment,72.0,6.300000190734863,8.999998092651367
Hangame,77.0,6.800000190734863,8.999998092651367
Hinterland,77.0,6.800000190734863,8.999998092651367
RailSimulator.com,67.0,5.800000190734863,8.999998092651367
Red Mile Entertainment,58.0,6.699999809265137,8.999998092651367
Sick Chicken Studios,73.0,8.199999809265137,8.999998092651367
Gazillion,58.0,6.699999809265137,8.999998092651367
Falling Squirrel,82.0,7.300000190734863,8.999998092651367
Got Game Entertainment,62.0,5.300000190734863,8.999998092651367
Battlefront.com,82.0,7.300000190734863,8.999998092651367
Digital Dragon,58.0,6.699999809265137,8.999998092651367
Alessandro Guzzo,72.0,6.300000190734863,8.999998092651367
B-Alive,62.0,5.300000190734863,8.999998092651367
My Dog Zorro,90.0,8.100000381469727,8.999996185302734
Oizumi Amuzio,68.72222222222223,5.983333309491475,8.888889127307479
Stardock,77.33333333333333,6.844444486829969,8.88888846503363
Bam Entertainment,61.833333333333336,7.066666682561238,8.833333492279046
1Print Games,75.5,6.674999952316284,8.750000476837158
MLBAM,44.0,5.274999976158142,8.749999761581421
Santa Ragione,70.75,6.200000047683716,8.749999523162842
Bohemia Interactive,64.2,7.279999923706055,8.599999237060544
PopCap,78.85714285714286,7.028571469443185,8.571428162711015
Assemble Entertainment,72.75,6.424999892711639,8.500001072883606
Batterystaple Games,79.5,7.099999904632568,8.500000953674316
Beep Japan,79.0,8.75,8.5
SkyBox Labs,73.5,6.5,8.5
Night School Studio,81.0,7.25,8.5
Alliance Digital Media,74.0,8.25,8.5
345 Games,51.5,6.0,8.5
Obsidian Entertainment,67.0,7.549999952316284,8.499999523162842
Cosmo D Studios,83.0,7.450000047683716,8.499999523162842
Virtual Air Guitar Company,55.0,6.349999904632568,8.499999046325684
Vogster,62.5,5.400000095367432,8.499999046325684
Akaei,40.0,4.849999904632568,8.499999046325684
Vivendi Games,82.5,7.400000095367432,8.499999046325684
Draknek,87.0,7.8500001430511475,8.499998569488525
"IndieBox, Inc.",83.5,7.500000238418579,8.499997615814209
Oculus Studios,83.0,7.457142898014614,8.428571019853862
Milestone S.r.l,70.33333333333333,6.1933333079020185,8.400000254313142
Cloudhead Games,82.66666666666667,7.433333237965901,8.33333428700766
Gamera Games,71.0,6.266666571299235,8.333334287007645
Techland,73.5,6.516666690508525,8.33333309491475
34BigThings,71.33333333333333,6.300000031789144,8.333333015441895
Skybound Games,76.08333333333333,6.775000095367432,8.333332379659012
HitGrab,78.0,8.600000381469727,8.000003814697266
Gremlin Interactive,73.0,8.100000381469727,8.000003814697266
Shining Rock Software,73.0,8.100000381469727,8.000003814697266
Cockroach Inc.,75.0,8.300000190734863,8.000001907348633
NEONET,55.0,6.300000190734863,8.000001907348633
HUUUGE GAMES Sp. z o.o.,60.0,5.199999809265137,8.000001907348633
Rocket Company,60.0,6.800000190734863,8.000001907348633
Xona Games,80.0,7.199999809265137,8.000001907348633
GabberGames,65.0,7.300000190734863,8.000001907348633
Changyou.com HK Limited,75.0,6.699999809265137,8.000001907348633
"Athlon Games, Inc.",80.0,8.800000190734863,8.000001907348633
Charlie's Games,75.0,8.300000190734863,8.000001907348633
Green Hill,65.0,7.300000190734863,8.000001907348633
Unfold Games,70.0,7.800000190734863,8.000001907348633
Bulbware,84.0,7.599999904632568,8.000000953674316
Two Star Games,56.0,6.400000095367432,8.000000953674316
Virgin Play,58.5,6.650000095367432,8.000000953674316
Streum On Studio,61.0,6.900000095367432,8.000000953674316
Neos,79.0,7.099999904632568,8.000000953674316
Strange Scaffold,64.0,5.599999904632568,8.000000953674316
Blyts,79.0,7.099999904632568,8.000000953674316
M2H,63.5,7.150000095367432,8.000000953674316
Dry Cactus,69.0,6.099999904632568,8.000000953674316
Triple Topping Games,81.5,7.349999904632568,8.000000953674316
Recluse Industries,59.0,5.099999904632568,8.000000953674316
"Act 3 Games, LLC",69.0,6.099999904632568,8.000000953674316
Kloonigames,79.0,7.099999904632568,8.000000953674316
Ctrl Alt Ninja Ltd.,79.0,7.099999904632568,8.000000953674316
indiePub,79.0,7.099999904632568,8.000000953674316
Total Monkery,49.0,4.099999904632568,8.000000953674316
Touchstone,69.0,6.099999904632568,8.000000953674316
The Deep End Games,56.0,6.400000095367432,8.000000953674316
Whiptail Interactive,51.0,5.900000095367432,8.000000953674316
E-One Studio,29.0,2.0999999046325684,8.000000953674316
Syscom,78.5,7.049999952316284,8.000000476837158
No Reply Games,41.0,3.299999952316284,8.000000476837158
Buka Entertainment,61.666666666666664,6.9666666984558105,8.000000317891441
Cheapass Games,77.0,8.5,8.0
Conifer Games,63.0,5.5,8.0
Psygnosis,93.0,8.5,8.0
The Learning Company,72.0,8.0,8.0
Log Games,57.0,6.5,8.0
Beat Games s.r.o.,93.0,8.5,8.0
SimBin,72.0,8.0,8.0
Webzen,42.0,5.0,8.0
Oldmoustache Gameworks,52.0,6.0,8.0
Runic Games,83.0,7.5,8.0
Aeternum Game Studios,72.0,8.0,8.0
Paranoid Productions,58.0,5.0,8.0
Witch Beam,83.0,7.5,8.0
Microforum,33.0,4.099999964237213,7.999999642372131
Kitfox Games,76.4,6.840000057220459,7.999999427795416
NinjaBee,69.0,6.100000063578288,7.999999364217118
Soda Den,82.0,7.400000095367432,7.999999046325684
Ninja Theory,87.0,7.900000095367432,7.999999046325684
Project Two Interactive,68.0,7.599999904632568,7.999999046325684
Sony Pictures Virtual Reality,62.0,5.400000095367432,7.999999046325684
HOF Studios,68.0,7.599999904632568,7.999999046325684
MadLightStudio,58.0,6.599999904632568,7.999999046325684
The Game Kitchen,77.0,6.900000095367432,7.999999046325684
Nurijoy,81.0,7.300000190734863,7.999998092651367
Media Five,54.0,6.199999809265137,7.999998092651367
EarthWork Games,74.0,8.199999809265137,7.999998092651367
Free Reign Entertainment,56.0,4.800000190734863,7.999998092651367
Devespresso Games,69.0,7.699999809265137,7.999998092651367
Gears for Breakfast,79.0,8.699999809265137,7.999998092651367
Flight School Studio,61.0,5.300000190734863,7.999998092651367
The Adventure Shop,71.0,6.300000190734863,7.999998092651367
Kwalee Ltd,61.0,5.300000190734863,7.999998092651367
Nilo Studios,61.0,5.300000190734863,7.999998092651367
Adventure Productions,66.0,5.800000190734863,7.999998092651367
CM Games,76.0,8.399999618530273,7.999996185302734
Microsoft,83.57142857142857,7.571428639548166,7.857142175946919
Bossa Studios,62.666666666666664,5.483333349227905,7.833333174387612
Midas Interactive Entertainment,66.0,7.3750001192092896,7.7500011920928955
Hello Games,77.5,6.974999904632568,7.750000953674316
Ripstone,67.0,5.927272666584361,7.727273334156386
Funcom,72.21428571428571,6.450000013623919,7.714285578046514
Muse Games,59.333333333333336,5.166666587193807,7.666667461395271
Two Tribes,78.33333333333333,7.066666603088379,7.6666673024495395
Chucklefish,79.0,7.137500047683716,7.624999523162842
Mega Enterprise,68.0,7.550000190734863,7.500001907348633
LSP,73.5,8.100000143051147,7.500001430511475
Cave,71.5,7.900000095367432,7.500000953674316
Ntreev Soft,77.5,7.0,7.5
Ironward,66.5,5.900000095367432,7.499999046325684
Coktel Vision,63.5,5.6000001430511475,7.499998569488525
Digital Touch,70.2,7.76666669845581,7.466666984558103
Funbox Media,60.44444444444444,6.788888878292507,7.444444338480636
CD Projekt Red Studio,80.42857142857143,7.300000122615269,7.42857020241874
Exordium Games,74.33333333333333,6.699999968210856,7.333333651224763
Feardemic,70.33333333333333,6.300000031789144,7.3333330154418945
Private Division,74.66666666666667,6.733333428700765,7.333332379659026
Jupiter Corporation,70.14285714285714,7.7428571837288995,7.28571469443186
Nighthawk Interactive,72.14285714285714,6.485714299338205,7.285714149475098
GungHo,62.2,6.940000057220459,7.200000572204587
Thunderful,73.45454545454545,6.627272822640159,7.181817228143856
Slitherine,74.3030303030303,6.724242434357151,7.060605959458783
"Shanghai Hode Information Technology Co.,Ltd.",66.0,7.300000190734863,7.000001907348633
Ayyo Games,61.0,6.800000190734863,7.000001907348633
Mojang AB,66.0,7.300000190734863,7.000001907348633
Croteam,76.0,8.300000190734863,7.000001907348633
SuperGG.com,76.0,8.300000190734863,7.000001907348633
Polytron Corp.,74.0,6.699999809265137,7.000001907348633
Clever Plays,71.0,7.800000190734863,7.000001907348633
Ultra Ultra APS,79.0,7.199999809265137,7.000001907348633
Nunchuck Games,49.0,4.199999809265137,7.000001907348633
Pirita Studio,71.0,7.800000190734863,7.000001907348633
Tarsier Studios,84.0,7.699999809265137,7.000001907348633
Schanz Interactive,59.0,5.199999809265137,7.000001907348633
Hydra Games SA,79.0,7.199999809265137,7.000001907348633
Vogelsap,36.0,4.300000190734863,7.000001907348633
NewKidCo,46.0,5.300000190734863,7.000001907348633
Fox Interactive,63.333333333333336,7.033333460489909,7.000001271565758
Auwong Technology (HK) Limited,72.0,7.900000095367432,7.000000953674316
Harmonious Games,73.0,6.599999904632568,7.000000953674316
Watermelon Development,73.0,6.599999904632568,7.000000953674316
Iceberg Entertainment,52.0,5.900000095367432,7.000000953674316
WarDucks,73.0,6.599999904632568,7.000000953674316
Kakao Games Corp.,73.0,6.599999904632568,7.000000953674316
ORiGO GAMES,68.0,6.099999904632568,7.000000953674316
Playman,52.0,5.900000095367432,7.000000953674316
gaming company,62.0,6.900000095367432,7.000000953674316
Tru Blu,83.0,7.599999904632568,7.000000953674316
Petroglyph,54.5,6.150000095367432,7.000000953674316
Hooded Horse,85.5,7.849999904632568,7.000000953674316
Untame,78.0,7.099999904632568,7.000000953674316
The Arcade Crew,79.66666666666667,7.266666571299235,7.000000953674316
Degica,68.4,7.540000057220459,7.000000572204584
Rooster Teeth Games,57.5,6.450000047683716,7.000000476837158
NIS Europe,71.25,7.825000047683716,7.000000476837158
Wastelands Interactive,52.5,5.950000047683716,7.000000476837158
4 Corner Games,37.0,3.0,7.0
Snow Cannon Games,57.0,5.0,7.0
8-4,92.0,8.5,7.0
No Pest Productions,48.0,5.5,7.0
Iron Galaxy Studios,82.0,7.5,7.0
Innersloth,82.0,7.5,7.0
Pinnacle,32.0,2.5,7.0
Phoenixx Inc.,69.0,6.2,7.0
Doborog Games,82.0,7.5,7.0
MonkeyPaw Games,70.5,7.75,7.0
Novitas,72.0,6.5,7.0
MyDearest,78.0,8.5,7.0
Yanim Studio,53.0,6.0,7.0
Alvion,62.0,5.5,7.0
Mooneye Studios,68.0,7.5,7.0
Portalarium,58.0,6.5,7.0
RedLynx,82.0,7.5,7.0
Psychodev,68.0,7.5,7.0
ESDigital Games,73.0,8.0,7.0
Gammick Entertainment,68.0,7.5,7.0
JV Games Inc.,18.0,2.5,7.0
Hailstorm Games,67.0,6.0,7.0
Ancient Corp,87.0,8.0,7.0
Awaken Realms,82.0,7.5,7.0
Team Salvato,78.0,8.5,7.0
Sneaky Yak Studio,73.0,8.0,7.0
Modern Wolf,57.0,5.0,7.0
SCEJ,78.0,8.5,7.0
Flying Carpets Games,58.0,6.5,7.0
Dakko Dakko,75.6,6.860000038146973,6.999999618530268
Awfully Nice Studios,81.0,7.400000095367432,6.999999046325684
Signo & Arte,61.0,5.400000095367432,6.999999046325684
nuGAME,19.0,2.5999999046325684,6.999999046325684
AREA35,66.0,5.900000095367432,6.999999046325684
Press Play,81.0,7.400000095367432,6.999999046325684
LifeSpark Entertainment,59.0,6.599999904632568,6.999999046325684
GameTomo,86.0,7.900000095367432,6.999999046325684
Image & Form,86.0,7.900000095367432,6.999999046325684
Mojo Bones,81.0,7.400000095367432,6.999999046325684
Norain Games,54.0,6.099999904632568,6.999999046325684
Clapfoot Inc.,66.0,5.900000095367432,6.999999046325684
Super Rare Originals,81.0,7.400000095367432,6.999999046325684
Stimtech Ltd. dba NeocoreGames,66.0,5.900000095367432,6.999999046325684
Minicore Studios,59.0,6.599999904632568,6.999999046325684
Eastshade Studios,76.0,6.900000095367432,6.999999046325684
XSEED Games,73.5,6.650000095367432,6.999999046325684
FlukeDude,64.0,7.099999904632568,6.999999046325684
ESP Software,73.0,6.6000001430511475,6.999998569488525
Gaijin Entertainment,72.0,6.50000015894572,6.999998410542801
Playrise Digital,55.0,6.199999809265137,6.999998092651367
Crows Crows Crows,90.0,8.300000190734863,6.999998092651367
Gunfire Games,77.5,8.449999809265137,6.999998092651367
Red Stage Entertainment,70.0,7.699999809265137,6.999998092651367
Analgesic Productions,75.0,6.800000190734863,6.999998092651367
X R GAMES,70.0,7.699999809265137,6.999998092651367
DX Gameworks,70.0,6.300000190734863,6.999998092651367
BLOODIOUS GAMES,75.0,8.199999809265137,6.999998092651367
[],75.0,8.199999809265137,6.999998092651367
Jacob Janerka,85.0,7.800000190734863,6.999998092651367
RIVER CROW STUDIO,80.0,8.699999809265137,6.999998092651367
Paradox Development Studio,80.0,7.300000190734863,6.999998092651367
The Good Mood Creators,80.0,7.300000190734863,6.999998092651367
Markt & Technik,70.0,7.699999809265137,6.999998092651367
Falcon Development,75.0,6.800000190734863,6.999998092651367
Unfinished Pixel,80.0,7.300000190734863,6.999998092651367
Krome Studios,70.0,7.699999809265137,6.999998092651367
Talking About Media,75.0,6.800000190734863,6.999998092651367
MINT ROCKET,90.0,8.300000190734863,6.999998092651367
Embark Studios,80.0,7.300000190734863,6.999998092651367
Twenty-one,70.0,6.300000190734863,6.999998092651367
Bethesda Softworks,75.39024390243902,6.847560998870105,6.914633913737973
NCSOFT,80.63636363636364,7.372727264057506,6.909090995788588
Fellow Traveller,72.2,6.530000019073486,6.89999980926514
Take-Two Interactive,70.70833333333333,6.3854167113701505,6.854166219631821
Kalypso,65.02127659574468,5.817021273552103,6.851063860223647
TDK Mediactive,52.2,5.9,6.799999999999997
Global Software Publishing (GSP),78.0,8.475000262260437,6.75000262260437
MTV Games,79.0,7.225000023841858,6.749999761581421
Neowiz,71.25,6.450000047683716,6.749999523162842
Serenity Forge,74.25,6.7500001192092896,6.7499988079071045
Team17,70.69047619047619,6.397619054431007,6.714285646166118
Trion Worlds,69.83333333333333,6.316666563351949,6.666667699813843
Three Fields Entertainment,63.0,5.6333333651224775,6.666666348775223
Digital Jesters,75.33333333333333,6.866666793823242,6.666665395100907
EA Sports Big,74.625,6.799999952316284,6.625000476837158
Little Orbit,57.2,5.059999990463257,6.6000000953674345
Event Horizon Software,72.5,7.900000095367432,6.500000953674316
The Irregular Corporation,75.0,6.849999904632568,6.500000953674316
Five Star Games,73.33333333333333,6.683333237965901,6.500000953674316
New World Interactive,75.5,8.200000047683716,6.500000476837158
Fabrik Games,69.0,6.25,6.5
Blizzard Classic Arcade,73.5,8.0,6.5
Shinyuden,59.0,6.549999952316284,6.499999523162842
Goblinz Studio,73.5,6.700000047683716,6.499999523162842
Artdink,74.5,8.099999904632568,6.499999046325684
BetaDwarf,69.5,7.599999904632568,6.499999046325684
Subset Games,87.0,8.050000190734863,6.499998092651367
NEC Interchannel,70.5,7.699999809265137,6.499998092651367
Double Eleven,79.57142857142857,7.314285755157471,6.428571019853862
Coatsink Software,77.4,7.100000095367432,6.399999046325689
Green Man Gaming Publishing,70.0,7.633333524068196,6.333335240681961
UFO Interactive,53.333333333333336,5.96666677792867,6.333334445953362
Avance Discos,73.66666666666667,6.733333428700765,6.333332379659026
System 3,65.33333333333333,5.900000095367432,6.333332379659012
